Code;Data;Empresa;Membro;Ativo;Qnt. Inicial;Qnt. Final;Saldo
15253;jul/22;ENERGISA S.A.;Conselho Administração;Units;640.060;640.060;0
19879;jul/22;LIGHT S.A.;Conselho Administração;Ações;634.100;634.100;0
19330;jul/22;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Direto;Ações;627.438;627.438;0
24236;jul/22;PRINER SERVIÇOS INDUSTRIAIS S.A.;Direto;Ações;626.242;626.242;0
24783;jul/22;Natura &Co Holding S.A.;Direto;Ações;619.812;619.812;0
23825;jul/22;SIMPAR S.A.;Direto;Ações;617.800;617.800;0
25119;jul/22;EVEN CONSTRUTORA E INCORPORADORA S.A.;Direto;Ações;602.193;602.193;0
4693;jul/22;CONSERVAS ODERICH S.A.;Direto;Ações;590.780;590.780;0
21440;jul/22;RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.;Direto;Ações;588.900;588.900;0
21091;jul/22;DEXCO S.A.;Direto;PO182126;587.160;587.160;0
17450;jul/22;COSAN S.A.;Conselho Administração;Ações;586.231;586.231;0
26069;jul/22;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;Direto;Ações;577.516;577.516;0
8192;jul/22;TREVISA INVESTIMENTOS S.A.;Conselho Administração;Ações;576.000;576.000;0
8753;jul/22;METISA METALURGICA TIMBOENSE S.A.;Conselho Administração;Ações;575.046;575.046;0
19640;jul/22;BCO BRADESCO S.A.;Direto;Ações;549.430;549.430;0
23264;jul/22;AMBEV S.A.;Direto;Outros;541.613;541.613;0
15423;jul/22;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Conselho Administração;Ações;541.565;541.565;0
23221;jul/22;SER EDUCACIONAL S.A.;Conselho Administração;Ações;539.168;539.168;0
80217;jul/22;Inter & Co, Inc.;Conselho Administração;Ações;515.904;515.904;0
4030;jul/22;CIA SIDERURGICA NACIONAL;Conselho Administração;Ações;501.502;501.502;0
20788;jul/22;MARFRIG GLOBAL FOODS S.A.;Controlador;OpçãodeCompra;500.000;500.000;0
23981;jul/22;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Controlador;Ações;493.163;493.163;0
15539;jul/22;NEOENERGIA S.A.;Conselho Administração;Ações;477.747;477.747;0
25160;jul/22;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Conselho Fiscal;Ações;476.391;476.391;0
25917;jul/22;COSAN S.A.;Conselho Administração;Ações;475.376;475.376;0
19100;jul/22;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Ações;471.482;471.482;0
14362;jul/22;CIA ENERGETICA DE PERNAMBUCO - CELPE;Controlador;Ações;464.272;464.272;0
9539;jul/22;PETTENATI S.A. INDUSTRIA TEXTIL;Órgãos Técnicos ou Consultivos;Ações;462.548;462.548;0
8133;jul/22;LOJAS RENNER S.A.;Direto;Ações;460.079;460.079;0
21008;jul/22;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Conselho Administração;Ações;447.003;447.003;0
19550;jul/22;Natura &Co Holding S.A.;Conselho Administração;Outros;432.187;432.187;0
5762;jul/22;ETERNIT S.A. - Em Recuperação Judicial;Conselho Administração;Ações;430.855;430.855;0
21091;jul/22;DEXCO S.A.;Conselho Fiscal;Ações;428.183;428.183;0
1155;jul/22;BANESTES S.A. - BCO EST ESPIRITO SANTO;Conselho Administração;Ações;426.200;426.200;0
11231;jul/22;TEKNO S.A. - INDUSTRIA E COMERCIO;Direto;Ações;426.050;426.050;0
5576;jul/22;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Controlador;Ações;414.161;414.161;0
25232;jul/22;MÉLIUZ S.A.;Direto;Ações;412.000;412.000;0
20745;jul/22;SLC AGRICOLA S.A.;Direto;Ações;408.542;408.542;0
12653;jul/22;KLABIN S.A.;Conselho Administração;Outros;404.000;404.000;0
14362;jul/22;CIA ENERGETICA DE PERNAMBUCO - CELPE;Controlador;Ações;400.375;400.375;0
15253;jul/22;ENERGISA S.A.;Controlador;Ações;396.404;396.404;0
25445;jul/22;MPM Corpóreos S.A.;Direto;Ações;396.280;396.280;0
22519;jul/22;TECHNOS S.A.;Direto;Ações;390.212;390.212;0
12319;jul/22;BLUE TECH SOLUTIONS EQI S.A.;Direto;Ações;389.300;389.300;0
1309;jul/22;BCO MERCANTIL DE INVESTIMENTOS S.A.;Controlador;Ações;385.244;385.244;0
18465;jul/22;ULTRAPAR PARTICIPACOES S.A.;Conselho Administração;Ações;383.700;383.700;0
26166;jul/22;GRUPO FARTURA DE HORTIFRUT S.A.;Conselho Administração;Ações;381.594;381.594;0
19550;jul/22;Natura &Co Holding S.A.;Conselho Administração;Ações;367.024;367.024;0
4820;jul/22;BRASKEM S.A.;Direto;Ações;364.860;364.860;0
25933;jul/22;Humberg Agribrasil Comércio e Exportação de Grãos S.A.;Conselho Administração;Ações;352.000;352.000;0
80195;jul/22;GP INVESTMENTS, LTD.;Conselho Administração;GPIV33;350.000;350.000;0
10472;jul/22;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Controlador;Ações;349.467;349.467;0
24295;jul/22;VIBRA ENERGIA S/A;Conselho Administração;Ações;349.000;349.000;0
8540;jul/22;BCO MERCANTIL DO BRASIL S.A.;Controlador;Ações;348.500;348.500;0
1309;jul/22;BCO MERCANTIL DO BRASIL S.A.;Controlador;Ações;348.500;348.500;0
22365;jul/22;ENAUTA PARTICIPAÇÕES S.A.;Conselho Administração;Ações;348.346;348.346;0
26204;jul/22;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Direto;Ações;347.996;347.996;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Controlador;Ações;346.012;346.012;0
24015;jul/22;BRADESPAR S.A.;Controlador;Ações;340.435;340.435;0
20028;jul/22;VALID SOLUÇÕES S.A.;Direto;Ações;338.334;338.334;0
6041;jul/22;ITAU UNIBANCO HOLDING S.A.;Direto;Ações;336.300;336.300;0
11231;jul/22;TEKNO S.A. - INDUSTRIA E COMERCIO;Conselho Administração;Ações;332.071;332.071;0
8451;jul/22;MARCOPOLO S.A.;Conselho Fiscal;Ações;328.345;328.345;0
7510;jul/22;ROMI S.A.;Direto;Ações;325.500;325.500;0
14605;jul/22;ENERGISA S.A.;Direto;Units;317.343;317.343;0
20990;jul/22;AMERICANAS S.A.;Conselho Fiscal;Ações;313.335;313.335;0
5576;jul/22;ENERGISA S.A.;Direto;Units;311.891;311.891;0
24864;jul/22;ENERGISA S.A.;Direto;Units;311.168;311.168;0
17892;jul/22;SANTOS BRASIL PARTICIPACOES S.A.;Conselho Administração;Ações;305.924;305.924;0
11231;jul/22;TEKNO S.A. - INDUSTRIA E COMERCIO;Direto;Ações;301.255;301.255;0
20346;jul/22;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Direto;Ações;282.423;282.423;0
20028;jul/22;VALID SOLUÇÕES S.A.;Conselho Administração;BônusdeSubscrição;281.348;281.348;0
14605;jul/22;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal;Ações;280.800;280.800;0
25160;jul/22;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Direto;Derivativos;276.000;276.000;0
22454;jul/22;T4F ENTRETENIMENTO S.A.;Conselho Administração;Ações;273.152;273.152;0
25003;jul/22;JSL S.A.;Direto;Ações;272.380;272.380;0
24953;jul/22;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;Direto;Ações;268.856;268.856;0
24589;jul/22;ENERGISA S.A.;Direto;Units;265.740;265.740;0
18708;jul/22;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Administração;Ações;265.075;265.075;0
25658;jul/22;Agrogalaxy Participações S.A.;Direto;Ações;262.100;262.100;0
19763;jul/22;EDP - ENERGIAS DO BRASIL S.A.;Direto;Ações;255.918;255.918;0
20451;jul/22;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Conselho Administração;Ações;254.141;254.141;0
24015;jul/22;BCO BRADESCO S.A.;Direto;Ações;254.095;254.095;0
21610;jul/22;B3 S.A. - BRASIL, BOLSA, BALCÃO;Conselho Administração;Ações;240.756;240.756;0
7617;jul/22;ITAÚSA S.A.;Conselho Fiscal;Ações;236.425;236.425;0
2461;jul/22;CENTRAIS ELET DE SANTA CATARINA S.A.;Controlador;Ações;234.305;234.305;0
701;jul/22;BAHEMA EDUCAÇÃO S.A.;Conselho Administração;Ações;231.905;231.905;0
25917;jul/22;COSAN S.A.;Direto;Ações;231.265;231.265;0
18414;jul/22;PADTEC HOLDING S.A.;Conselho Administração;Ações;228.820;228.820;0
18724;jul/22;BRADESPAR S.A.;Conselho Administração;Ações;228.423;228.423;0
16659;jul/22;PORTO SEGURO S.A.;Direto;Ações;227.022;227.022;0
20982;jul/22;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Direto;Ações;212.232;212.232;0
19640;jul/22;BCO BRADESCO S.A.;Direto;Ações;211.601;211.601;0
6211;jul/22;FRAS-LE S.A.;Conselho Administração;Ações;209.919;209.919;0
20370;jul/22;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Direto;Ações;209.612;209.612;0
11231;jul/22;TEKNO S.A. - INDUSTRIA E COMERCIO;Conselho Administração;Ações;209.089;209.089;0
25232;jul/22;MÉLIUZ S.A.;Conselho Administração;Ações;208.442;208.442;0
26425;jul/22;Aço Verde do Brasil S.A;Controlador;Ações;206.231;206.231;0
24015;jul/22;BCO BRADESCO S.A.;Direto;Ações;203.627;203.627;0
24716;jul/22;SIMPAR S.A.;Direto;Ações;200.892;200.892;0
14664;jul/22;SCHULZ S.A.;Conselho Fiscal;Ações;200.000;200.000;0
24228;jul/22;CAMIL ALIMENTOS S.A.;Direto;Ações;198.800;198.800;0
18996;jul/22;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Controlador;Ações;195.509;195.509;0
4693;jul/22;CONSERVAS ODERICH S.A.;Conselho Administração;Ações;193.499;193.499;0
18708;jul/22;CIA PARTICIPACOES ALIANCA DA BAHIA;Conselho Administração;Ações;189.513;189.513;0
14460;jul/22;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Direto;Ações;185.615;185.615;0
17450;jul/22;COSAN S.A.;Direto;Ações;183.206;183.206;0
24295;jul/22;VIBRA ENERGIA S/A;Direto;Ações;176.968;176.968;0
24392;jul/22;Hapvida Participações e Investimentos S.A.;Direto;Ações;171.000;171.000;0
24317;jul/22;ZAMP SA;Conselho Administração;Ações;170.000;170.000;0
25070;jul/22;Plano & Plano Desenvolvimento Imobiliário S.A.;Conselho Administração;Ações;169.900;169.900;0
26085;jul/22;BRISANET PARTICIPAÇÕES S.A.;Conselho Administração;Ações;168.328;168.328;0
19305;jul/22;BIOMM S.A.;Controlador;BônusdeSubscrição;165.323;165.323;0
8451;jul/22;MARCOPOLO S.A.;Conselho Administração;Ações;162.170;162.170;0
17949;jul/22;VALE S.A.;Conselho Administração;Ações;161.084;161.084;0
24805;jul/22;Vivara Participações S.A.;Direto;Ações;156.764;156.764;0
7617;jul/22;ITAU UNIBANCO HOLDING S.A.;Conselho Fiscal;Ações;155.816;155.816;0
10561;jul/22;GERDAU S.A.;Conselho Administração;Ações;155.770;155.770;0
8540;jul/22;BCO MERCANTIL DO BRASIL S.A.;Conselho Administração;Ações;155.090;155.090;0
16985;jul/22;EDP - ENERGIAS DO BRASIL S.A.;Conselho Administração;Ações;151.563;151.563;0
15342;jul/22;EDP - ENERGIAS DO BRASIL S.A.;Conselho Administração;Ações;151.563;151.563;0
18589;jul/22;EDP - ENERGIAS DO BRASIL S.A.;Conselho Administração;Ações;150.350;150.350;0
22012;jul/22;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Conselho Administração;Ações;150.001;150.001;0
6629;jul/22;HERCULES S.A. FABRICA DE TALHERES;Direto;Ações;145.379;145.379;0
23825;jul/22;MOVIDA PARTICIPACOES SA;Conselho Administração;Ações;145.269;145.269;0
24872;jul/22;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Controlador;Ações;140.593;140.593;0
6343;jul/22;TUPY S.A.;Conselho Administração;Ações;140.103;140.103;0
1309;jul/22;BCO MERCANTIL DO BRASIL S.A.;Direto;Ações;138.800;138.800;0
7544;jul/22;TEXTIL RENAUXVIEW S.A.;Direto;Ações;136.571;136.571;0
20575;jul/22;JBS S.A.;Conselho Administração;Ações;135.917;135.917;0
4170;jul/22;VALE S.A.;Direto;Outros;134.919;134.919;0
19909;jul/22;BR MALLS PARTICIPACOES S.A.;Conselho Administração;Ações;133.100;133.100;0
4537;jul/22;GRAZZIOTIN S.A.;Direto;Ações;130.754;130.754;0
19550;jul/22;Natura &Co Holding S.A.;Direto;Ações;127.700;127.700;0
13773;jul/22;PBG S/A;Conselho Administração;Ações;126.023;126.023;0
22365;jul/22;ENAUTA PARTICIPAÇÕES S.A.;Direto;Ações;125.489;125.489;0
26280;jul/22;VIBRA ENERGIA S/A;Conselho Administração;Ações;124.768;124.768;0
25836;jul/22;Dotz S.A.;Direto;Ações;122.453;122.453;0
25275;jul/22;ALPHAVILLE S.A.;Direto;Ações;121.008;121.008;0
14320;jul/22;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho Administração;Ações;119.589;119.589;0
18309;jul/22;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Controlador;Ações;115.903;115.903;0
3204;jul/22;CIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T;Controlador;Ações;110.338;110.338;0
11975;jul/22;AZEVEDO E TRAVASSOS S.A.;Direto;Ações;109.152;109.152;0
25100;jul/22;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Conselho Administração;Ações;102.699;102.699;0
25062;jul/22;Lavvi Empreendimentos Imobiliários S.A.;Conselho Administração;Ações;101.800;101.800;0
25585;jul/22;CIA SIDERURGICA NACIONAL;Conselho Administração;Ações;100.543;100.543;0
20788;jul/22;MARFRIG GLOBAL FOODS S.A.;Conselho Administração;Ações;100.208;100.208;0
26700;jul/22;EUROFARMA LABORATÓRIOS S.A.;Controlador;Ações;100.000;100.000;0
21334;jul/22;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Controlador;Ações;99.300;99.300;0
8605;jul/22;METALGRAFICA IGUACU S.A.;Controlador;Ações;98.761;98.761;0
6629;jul/22;HERCULES S.A. FABRICA DE TALHERES;Direto;Ações;96.991;96.991;0
25070;jul/22;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Controlador;Ações;96.412;96.412;0
24864;jul/22;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Controlador;Ações;96.381;96.381;0
10561;jul/22;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Controlador;Ações;91.040;91.040;0
26930;jul/22;Amazone Fun Parks S.A.;Controlador;Ações;90.000;90.000;0
21733;jul/22;BCO BRADESCO S.A.;Conselho Fiscal;Ações;89.047;89.047;0
25186;jul/22;GRUPO MATEUS S.A.;Conselho Fiscal;Ações;87.550;87.550;0
24694;jul/22;Grupo SBF S.A.;Conselho Administração;Ações;85.700;85.700;0
25798;jul/22;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Controlador;Ações;83.518;83.518;0
25712;jul/22;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Administração;Ações;83.333;83.333;0
20982;jul/22;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Administração;Ações;80.512;80.512;0
23590;jul/22;WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.;Conselho Administração;Ações;80.000;80.000;0
15253;jul/22;ENERGISA S.A.;Conselho Administração;Ações;79.904;79.904;0
906;jul/22;BCO BRADESCO S.A.;Órgãos Técnicos ou Consultivos;Ações;79.260;79.260;0
8605;jul/22;METALGRAFICA IGUACU S.A.;Controlador;Ações;79.121;79.121;0
15300;jul/22;RUMO S.A.;Conselho Administração;Ações;78.304;78.304;0
26484;jul/22;RUMO S.A.;Conselho Administração;Ações;78.304;78.304;0
15709;jul/22;RUMO S.A.;Conselho Administração;Ações;78.240;78.240;0
17930;jul/22;RUMO S.A.;Conselho Administração;Ações;78.240;78.240;0
17850;jul/22;RUMO S.A.;Conselho Administração;Ações;78.240;78.240;0
11975;jul/22;AZEVEDO E TRAVASSOS S.A.;Direto;Ações;77.925;77.925;0
25496;jul/22;Jalles Machado S.A.;Controlador;Ações;77.812;77.812;0
4669;jul/22;GUARARAPES CONFECCOES S.A.;Direto;Ações;77.600;77.600;0
25070;jul/22;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Conselho Administração;Ações;77.464;77.464;0
6211;jul/22;FRAS-LE S.A.;Conselho Fiscal;Ações;76.875;76.875;0
21733;jul/22;BCO BRADESCO S.A.;Conselho Fiscal;Ações;76.013;76.013;0
25003;jul/22;MOVIDA PARTICIPACOES SA;Conselho Administração;Ações;75.000;75.000;0
22675;jul/22;HIDROVIAS DO BRASIL S.A.;Conselho Administração;Ações;74.397;74.397;0
20745;jul/22;SLC AGRICOLA S.A.;Conselho Administração;Ações;74.030;74.030;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;74.000;74.000;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;74.000;74.000;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;74.000;74.000;0
19623;jul/22;DIAGNOSTICOS DA AMERICA S.A.;Direto;Ações;73.449;73.449;0
24015;jul/22;BRADESPAR S.A.;Conselho Administração;Ações;71.608;71.608;0
24716;jul/22;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Direto;Ações;71.344;71.344;0
21938;jul/22;ENERGISA S.A.;Direto;Units;71.153;71.153;0
25003;jul/22;MOVIDA PARTICIPACOES SA;Direto;Ações;70.669;70.669;0
3271;jul/22;ENERGISA S.A.;Direto;Units;67.562;67.562;0
15253;jul/22;ENERGISA S.A.;Conselho Administração;Units;66.896;66.896;0
17329;jul/22;ENGIE BRASIL ENERGIA S.A.;Conselho Administração;Ações;66.655;66.655;0
18996;jul/22;ENERGISA S.A.;Direto;Units;65.387;65.387;0
23248;jul/22;ANIMA HOLDING S.A.;Conselho Administração;Ações;64.200;64.200;0
15253;jul/22;ENERGISA S.A.;Controlador;Units;63.200;63.200;0
20710;jul/22;LOG-IN LOGISTICA INTERMODAL S.A.;Conselho Administração;Ações;62.887;62.887;0
21636;jul/22;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Ações;60.808;60.808;0
25135;jul/22;Boa Vista Serviços S.A.;Conselho Administração;Ações;60.000;60.000;0
19305;jul/22;BIOMM S.A.;Conselho Administração;BônusdeSubscrição;59.234;59.234;0
24848;jul/22;C&A Modas S.A.;Conselho Administração;Ações;57.400;57.400;0
25453;jul/22;Intelbras S.A.;Conselho Administração;Ações;57.372;57.372;0
5258;jul/22;RAIA DROGASIL S.A.;Conselho Administração;Ações;56.315;56.315;0
23272;jul/22;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Direto;Ações;55.800;55.800;0
6343;jul/22;TUPY S.A.;Direto;Ações;54.379;54.379;0
20958;jul/22;BCO ABC BRASIL S.A.;Órgãos Técnicos ou Consultivos;Ações;53.720;53.720;0
16993;jul/22;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Controlador;Ações;52.068;52.068;0
24996;jul/22;DIRECIONAL ENGENHARIA S.A.;Órgãos Técnicos ou Consultivos;Ações;51.133;51.133;0
21938;jul/22;ENERGISA S.A.;Conselho Administração;Ações;51.061;51.061;0
18996;jul/22;ENERGISA S.A.;Conselho Administração;Ações;51.061;51.061;0
3271;jul/22;ENERGISA S.A.;Conselho Administração;Ações;51.061;51.061;0
3190;jul/22;ENERGISA S.A.;Conselho Administração;Ações;51.061;51.061;0
25186;jul/22;GRUPO MATEUS S.A.;Conselho Administração;Ações;50.722;50.722;0
25755;jul/22;BANCO MODAL S.A.;Conselho Administração;Units;50.400;50.400;0
19453;jul/22;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Conselho Administração;Ações;50.000;50.000;0
17949;jul/22;GERDAU S.A.;Conselho Administração;Ações;48.402;48.402;0
1325;jul/22;BCO MERCANTIL DO BRASIL S.A.;Direto;Ações;48.400;48.400;0
14605;jul/22;ENERGISA S.A.;Conselho Administração;Ações;48.161;48.161;0
24864;jul/22;ENERGISA S.A.;Conselho Administração;Ações;48.161;48.161;0
5576;jul/22;ENERGISA S.A.;Conselho Administração;Ações;48.161;48.161;0
24589;jul/22;ENERGISA S.A.;Conselho Administração;Ações;48.161;48.161;0
6211;jul/22;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Conselho Administração;Ações;48.041;48.041;0
21180;jul/22;Nexpe Participações S.A;Conselho Fiscal;Ações;47.300;47.300;0
7870;jul/22;KEPLER WEBER S.A.;Direto;Ações;47.058;47.058;0
4081;jul/22;CIA TECIDOS SANTANENSE;Conselho Administração;Ações;46.704;46.704;0
25640;jul/22;AES BRASIL ENERGIA S.A.;Conselho Fiscal;Ações;45.000;45.000;0
25062;jul/22;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Direto;Ações;44.862;44.862;0
15253;jul/22;ENERGISA S.A.;Direto;Units;44.710;44.710;0
19720;jul/22;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Direto;Ações;44.096;44.096;0
3891;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;43.464;43.464;0
4707;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;43.464;43.464;0
1384;jul/22;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Controlador;Ações;43.464;43.464;0
8451;jul/22;MARCOPOLO S.A.;Conselho Administração;Ações;43.300;43.300;0
22586;jul/22;MLOG S.A.;Direto;Ações;43.293;43.293;0
20028;jul/22;VALID SOLUÇÕES S.A.;Direto;BônusdeSubscrição;42.293;42.293;0
20630;jul/22;CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.;Conselho Administração;Ações;41.474;41.474;0
18708;jul/22;CIA PARTICIPACOES ALIANCA DA BAHIA;Controlador;Ações;40.428;40.428;0
14605;jul/22;ENERGISA S.A.;Direto;Ações;40.000;40.000;0
24864;jul/22;ENERGISA S.A.;Direto;Ações;40.000;40.000;0
5576;jul/22;ENERGISA S.A.;Direto;Ações;40.000;40.000;0
24589;jul/22;ENERGISA S.A.;Direto;Ações;40.000;40.000;0
25135;jul/22;Boa Vista Serviços S.A.;Direto;Ações;39.480;39.480;0
26166;jul/22;GRUPO FARTURA DE HORTIFRUT S.A.;Direto;Ações;38.398;38.398;0
25984;jul/22;COMPANHIA BRASILEIRA DE ALUMÍNIO;Direto;Ações;38.255;38.255;0
3069;jul/22;CIA FERRO LIGAS DA BAHIA - FERBASA;Conselho Administração;Ações;38.000;38.000;0
10472;jul/22;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Controlador;Ações;37.765;37.765;0
4146;jul/22;KARSTEN S.A.;Direto;Ações;37.202;37.202;0
17671;jul/22;TELEFÓNICA, S.A.;Direto;Ações;35.834;35.834;0
21121;jul/22;SUL AMERICA S.A.;Órgãos Técnicos ou Consultivos;2AMBASESTURAIS;35.811;35.811;0
13471;jul/22;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Direto;Ações;35.751;35.751;0
19836;jul/22;RAÍZEN S.A.;Conselho Administração;Ações;35.317;35.317;0
7510;jul/22;ROMI S.A.;Conselho Administração;Ações;35.265;35.265;0
14311;jul/22;CIA PARANAENSE DE ENERGIA - COPEL;Direto;Ações;33.300;33.300;0
15539;jul/22;NEOENERGIA S.A.;Direto;Ações;32.521;32.521;0
94;jul/22;PANATLANTICA S.A.;Conselho Administração;Ações;32.117;32.117;0
80187;jul/22;AURA MINERALS INC.;Direto;BDRPatrocinados;31.609;31.609;0
26590;jul/22;AURA MINERALS INC.;Direto;BDRPatrocinados;31.609;31.609;0
17485;jul/22;NEOENERGIA S.A.;Conselho Administração;Ações;30.742;30.742;0
18139;jul/22;NEOENERGIA S.A.;Conselho Administração;Ações;30.742;30.742;0
14362;jul/22;NEOENERGIA S.A.;Conselho Administração;Ações;30.742;30.742;0
14524;jul/22;NEOENERGIA S.A.;Conselho Administração;Ações;30.742;30.742;0
21636;jul/22;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Administração;Ações;30.414;30.414;0
2453;jul/22;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;Ações;30.179;30.179;0
11932;jul/22;IOCHPE MAXION S.A.;Direto;Ações;29.886;29.886;0
24112;jul/22;AZUL S.A.;Conselho Administração;OpçõesdePlanodeRemuneração;29.364;29.364;0
16659;jul/22;PORTO SEGURO S.A.;Órgãos Técnicos ou Consultivos;Ações;28.315;28.315;0
26026;jul/22;DESKTOP S.A.;Direto;Ações;28.008;28.008;0
20613;jul/22;METALFRIO SOLUTIONS S.A.;Direto;Ações;27.341;27.341;0
80187;jul/22;AURA MINERALS INC.;Conselho Administração;BDRPatrocinados;26.000;26.000;0
7544;jul/22;TEXTIL RENAUXVIEW S.A.;Direto;Ações;25.574;25.574;0
9989;jul/22;REFINARIA DE PETROLEOS MANGUINHOS S.A.;Conselho Administração;Ações;25.302;25.302;0
2453;jul/22;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Direto;Ações;25.107;25.107;0
4170;jul/22;VALE S.A.;Órgãos Técnicos ou Consultivos;Ações;24.150;24.150;0
20125;jul/22;ODONTOPREV S.A.;Conselho Administração;Ações;23.896;23.896;0
1384;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Administração;Ações;23.701;23.701;0
8192;jul/22;TREVISA INVESTIMENTOS S.A.;Direto;Ações;23.700;23.700;0
9954;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Administração;Ações;23.601;23.601;0
4707;jul/22;BCO ALFA DE INVESTIMENTO S.A.;Conselho Administração;Ações;23.601;23.601;0
18660;jul/22;CPFL ENERGIA S.A.;Conselho Administração;Ações;23.600;23.600;0
18414;jul/22;PADTEC HOLDING S.A.;Direto;Ações;23.326;23.326;0
23590;jul/22;WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.;Direto;Ações;23.215;23.215;0
22365;jul/22;ENAUTA PARTICIPAÇÕES S.A.;Direto;Outros;22.576;22.576;0
1023;jul/22;BB SEGURIDADE PARTICIPAÇÕES S.A.;Direto;Ações;22.180;22.180;0
24627;jul/22;Blau Farmacêutica S.A.;Conselho Administração;Ações;22.147;22.147;0
24112;jul/22;AZUL S.A.;Conselho Administração;QUANTIDADEDEEM;21.885;21.885;0
25798;jul/22;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Conselho Administração;Ações;21.817;21.817;0
23302;jul/22;QUALITY SOFTWARE S.A.;Órgãos Técnicos ou Consultivos;Ações;21.540;21.540;0
17949;jul/22;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Conselho Administração;Ações;20.500;20.500;0
20966;jul/22;CIA TECIDOS NORTE DE MINAS COTEMINAS;Controlador;Ações;20.469;20.469;0
19992;jul/22;TOTVS S.A.;Conselho Fiscal;Ações;20.400;20.400;0
25275;jul/22;ALPHAVILLE S.A.;Direto;BônusdeSubscrição;20.334;20.334;0
24112;jul/22;AZUL S.A.;Conselho Administração;Outros;19.500;19.500;0
